CustomerID,Country,City,State,PostalCode,Region,AddressID,OrderID,Sales,Discount,Profit,BillingID,CustomerID,CustomerName,Segment,OrderID,OrderDate,CustomerID,ProductID,Quantity,ProductID,ProductName,CataloguePrice,SupplierPrice,Category,SubCategory,OrderID,ShipDate,ShipMode,AddressID,ShipmentID
KB-16585,United States,Fremont,Nebraska,68025.0,Central,AD000011,CA-2014-115812,170618,0.2,8530,B000011,KB-16585,Ken Black,Corporate,CA-2014-115812,2014-06-09,BH-11710,FUR-TA-10001539,9.0,FUR-BO-10001608,"Hon Metal Bookcases, Black",4345.0,7828.0,Furniture,Bookcases,CA-2017-147228,2017-09-14,Standard Class,AD000003,SH000011
SF-20065,United States,Philadelphia,Pennsylvania,19140.0,East,AD000012,CA-2014-115812,91142,0.2,6835,B000012,SF-20065,Sandra Flanagan,Consumer,CA-2014-115812,2014-06-09,BH-11710,TEC-PH-10002033,4.0,FUR-BO-10001619,O'Sullivan Cherrywood Estates Traditional Bookcase,10367.0,6628.0,Furniture,Bookcases,CA-2017-149076,2017-01-19,Standard Class,AD000003,SH000012
EB-13870,United States,Orem,Utah,84057.0,West,AD000013,CA-2017-114412,1555,0.2,544,B000013,EB-13870,Emily Burns,Consumer,CA-2017-114412,2017-04-15,AA-10480,OFF-PA-10002365,3.0,FUR-BO-10001798,Bush Somerset Collection Bookcase,15193.0,11002.0,Furniture,Bookcases,CA-2017-166926,2017-12-08,Standard Class,AD000003,SH000013
EH-13945,United States,Los Angeles,California,90049.0,West,AD000014,CA-2016-161389,40797,0.2,13259,B000014,EH-13945,Eric Hoffmann,Consumer,CA-2016-161389,2016-12-05,IM-15070,OFF-BI-10003656,3.0,FUR-BO-10001811,"Atlantic Metals Mobile 5-Shelf Bookcases, Custom Colors",27136.0,26335.0,Furniture,Bookcases,CA-2017-101700,2017-04-26,First Class,AD000003,SH000014
TB-21520,United States,Philadelphia,Pennsylvania,19140.0,East,AD000015,US-2015-118983,6881,0.8,-12385,B000015,TB-21520,Tracy Blumstein,Consumer,US-2015-118983,2015-11-22,HP-14815,OFF-AP-10002311,5.0,FUR-BO-10001918,"Sauder Forest Hills Library with Doors, Woodland Oak Finish",11455.0,17909.0,Furniture,Bookcases,CA-2014-115812,2014-06-14,Standard Class,AD000004,SH000015
MA-17560,United States,Houston,Texas,77095.0,Central,AD000016,US-2015-118983,254,0.8,-381,B000016,MA-17560,Matt Abelman,Home Office,US-2015-118983,2015-11-22,HP-14815,OFF-BI-10000756,3.0,FUR-BO-10001972,O'Sullivan 4-Shelf Bookcase in Odessa Pine,10540.0,11813.0,Furniture,Bookcases,CA-2017-112865,2017-05-22,Standard Class,AD000004,SH000016
GH-14485,United States,Richardson,Texas,75080.0,Central,AD000017,CA-2014-105893,66588,0.0,1331,B000017,GH-14485,Gene Hale,Corporate,CA-2014-105893,2014-11-11,PK-19075,OFF-ST-10004186,6.0,FUR-BO-10002202,"Atlantic Metals Mobile 2-Shelf Bookcases, Custom Colors",-2599.0,57034.0,Furniture,Bookcases,CA-2016-112123,2016-03-08,Standard Class,AD000004,SH000017
SN-20710,United States,Houston,Texas,77041.0,Central,AD000018,CA-2014-167164,5550,0.0,999,B000018,SN-20710,Steve Nguyen,Home Office,CA-2014-167164,2014-05-13,AG-10270,OFF-ST-10000107,2.0,FUR-BO-10002206,"Bush Saratoga Collection 5-Shelf Bookcase, Hanover Cherry, *Special Order",10732.0,15590.0,Furniture,Bookcases,CA-2017-127306,2017-01-18,Standard Class,AD000004,SH000018
LC-16930,United States,Naperville,Illinois,60540.0,Central,AD000019,CA-2014-143336,856,0.0,248,B000019,LC-16930,Linda Cazamias,Corporate,CA-2014-143336,2014-08-27,ZD-21925,OFF-AR-10003056,2.0,FUR-BO-10005000,"Sauder Forest Hills Library, Woodland Oak Finish",9609.0,16212.0,Furniture,Bookcases,CA-2015-149300,2015-11-23,First Class,AD000004,SH000019
RA-19885,United States,Los Angeles,California,90049.0,West,AD000020,CA-2014-143336,21348,0.2,1601,B000020,RA-19885,Ruben Ausman,Corporate,CA-2014-143336,2014-08-27,ZD-21925,TEC-PH-10001949,3.0,FUR-BO-10002213,DMI Eclipse Executive Suite Bookcases,44651.0,47740.0,Furniture,Bookcases,US-2015-130491,2015-02-11,First Class,AD000004,SH000020
ES-14080,United States,Melbourne,Florida,32935.0,South,AD000021,CA-2014-143336,2272,0.2,738,B000021,ES-14080,Erin Smith,Corporate,CA-2014-143336,2014-08-27,ZD-21925,OFF-BI-10002215,4.0,FUR-BO-10002268,Sauder Barrister Bookcases,6410.0,8199.0,Furniture,Bookcases,CA-2017-135587,2017-12-12,Standard Class,AD000004,SH000021
ON-18715,United States,Eagan,Minnesota,55122.0,Central,AD000022,CA-2016-137330,1946,0.0,505,B000022,ON-18715,Odella Nelson,Corporate,CA-2016-137330,2016-12-09,KB-16585,OFF-AR-10000246,7.0,FUR-BO-10002545,"Atlantic Metals Mobile 3-Shelf Bookcases, Custom Colors",16237.0,28400.0,Furniture,Bookcases,US-2014-140914,2014-11-15,Standard Class,AD000004,SH000022
PO-18865,United States,Westland,Michigan,48185.0,Central,AD000023,CA-2016-137330,6034,0.0,1568,B000023,PO-18865,Patrick O'Donnell,Consumer,CA-2016-137330,2016-12-09,KB-16585,OFF-AP-10001492,7.0,FUR-BO-10002598,"Hon Metal Bookcases, Putty",9156.0,5039.0,Furniture,Bookcases,CA-2017-114412,2017-04-20,Standard Class,AD000005,SH000023
LH-16900,United States,Dover,Delaware,19901.0,East,AD000024,US-2017-156909,7137,0.3,-101,B000024,LH-16900,Lena Hernandez,Consumer,US-2017-156909,2017-07-16,SF-20065,FUR-CH-10002774,2.0,FUR-BO-10002613,"Atlantic Metals Mobile 4-Shelf Bookcases, Custom Colors",25333.0,24585.0,Furniture,Bookcases,CA-2014-155271,2014-05-04,Same Day,AD000005,SH000024
DP-13000,United States,New Albany,Indiana,47150.0,Central,AD000025,CA-2015-106320,104463,0.0,24026,B000025,DP-13000,Darren Powers,Consumer,CA-2015-106320,2015-09-25,EB-13870,FUR-TA-10000577,3.0,FUR-BO-10002824,Bush Mission Pointe Library,8487.0,17762.0,Furniture,Bookcases,CA-2016-121671,2016-07-22,Standard Class,AD000005,SH000025
JM-15265,United States,New York City,New York,10024.0,East,AD000026,CA-2016-121755,1164,0.2,422,B000026,JM-15265,Janet Molinari,Corporate,CA-2016-121755,2016-01-16,EH-13945,OFF-BI-10001634,2.0,FUR-BO-10002853,O'Sullivan 5-Shelf Heavy-Duty Bookcases,10242.0,6145.0,Furniture,Bookcases,CA-2016-114601,2016-09-02,Standard Class,AD000005,SH000026
TB-21055,United States,Troy,New York,12180.0,East,AD000027,CA-2016-121755,9057,0.0,1177,B000027,TB-21055,Ted Butterfield,Consumer,CA-2016-121755,2016-01-16,EH-13945,TEC-AC-10003027,3.0,FUR-BO-10002916,"Rush Hierlooms Collection 1"" Thick Stackable Bookcases",15239.0,16293.0,Furniture,Bookcases,CA-2016-161389,2016-12-10,Standard Class,AD000006,SH000027
KM-16720,United States,Los Angeles,California,90004.0,West,AD000028,US-2015-150630,308343,0.5,-166505,B000028,KM-16720,Kunst Miller,Consumer,US-2015-150630,2015-09-17,TB-21520,FUR-BO-10004834,7.0,FUR-BO-10003034,"O'Sullivan Elevations Bookcase, Cherry Finish",7362.0,15717.0,Furniture,Bookcases,CA-2015-154956,2015-07-09,Standard Class,AD000006,SH000028
PS-18970,United States,Chicago,Illinois,60610.0,Central,AD000029,US-2015-150630,961,0.7,-705,B000029,PS-18970,Paul Stevenson,Home Office,US-2015-150630,2015-09-17,TB-21520,OFF-BI-10000474,2.0,FUR-BO-10003159,"Sauder Camden County Collection Libraries, Planked Cherry Finish",9098.0,12309.0,Furniture,Bookcases,CA-2014-120768,2014-12-21,Second Class,AD000006,SH000029
BS-11590,United States,Gilbert,Arizona,85234.0,West,AD000030,US-2015-150630,12420,0.2,1552,B000030,BS-11590,Brendan Sweed,Corporate,US-2015-150630,2015-09-17,TB-21520,FUR-FU-10004848,3.0,FUR-BO-10003272,O'Sullivan Living Dimensions 5-Shelf Bookcases,15504.0,24860.0,Furniture,Bookcases,CA-2015-100545,2015-11-26,Standard Class,AD000006,SH000030
KD-16270,United States,Springfield,Virginia,22153.0,South,AD000031,US-2015-150630,326,0.2,110,B000031,KD-16270,Karen Daniels,Consumer,US-2015-150630,2015-09-17,TB-21520,OFF-EN-10001509,2.0,FUR-BO-10003404,"Global Adaptabilites Bookcase, Cherry/Storm Gray Finish",45683.0,40512.0,Furniture,Bookcases,CA-2016-140501,2016-06-28,Standard Class,AD000006,SH000031
HM-14980,United States,New York City,New York,10009.0,East,AD000032,US-2015-150630,8630,0.2,970,B000032,HM-14980,Henry MacAllister,Consumer,US-2015-150630,2015-09-17,TB-21520,OFF-AR-10004042,6.0,FUR-BO-10003433,Sauder Cornerstone Collection Library,3314.0,2881.0,Furniture,Bookcases,CA-2015-104346,2015-12-16,Standard Class,AD000006,SH000032
TB-21520,United States,Jackson,Michigan,49201.0,Central,AD000033,US-2015-150630,685,0.7,-571,B000033,JE-15745,Joel Eaton,Consumer,US-2015-150630,2015-09-17,TB-21520,OFF-BI-10001525,6.0,FUR-BO-10003441,"Bush Westfield Collection Bookcases, Fully Assembled",8397.0,9719.0,Furniture,Bookcases,CA-2016-109925,2016-11-10,Second Class,AD000006,SH000033
JE-15745,United States,Memphis,Tennessee,38109.0,South,AD000034,US-2015-150630,1576,0.2,354,B000034,KB-16600,Ken Brennan,Corporate,US-2015-150630,2015-09-17,TB-21520,OFF-AR-10001683,2.0,FUR-BO-10003450,"Bush Westfield Collection Bookcases, Dark Cherry Finish",6261.0,5334.0,Furniture,Bookcases,US-2015-118983,2015-11-26,Standard Class,AD000007,SH000034
KB-16600,United States,Houston,Texas,77041.0,Central,AD000035,CA-2017-107727,2947,0.2,994,B000035,SC-20770,Stewart Carmichael,Corporate,CA-2017-107727,2017-10-19,MA-17560,OFF-PA-10000249,3.0,FUR-BO-10003546,Hon 4-Shelf Metal Bookcases,12622.0,7573.0,Furniture,Bookcases,CA-2015-122259,2015-11-04,Standard Class,AD000007,SH000035
JE-15745,United States,Houston,Texas,77070.0,Central,AD000036,CA-2016-117590,109754,0.2,12347,B000036,DN-13690,Duane Noonan,Consumer,CA-2016-117590,2016-12-08,GH-14485,TEC-PH-10004977,7.0,FUR-BO-10003660,"Bush Cubix Collection Bookcases, Fully Assembled",27180.0,17015.0,Furniture,Bookcases,CA-2017-111689,2017-12-02,Second Class,AD000007,SH000036
SC-20770,United States,Decatur,Alabama,35601.0,South,AD000037,CA-2016-117590,19092,0.6,-14796,B000037,JC-16105,Julie Creighton,Corporate,CA-2016-117590,2016-12-08,GH-14485,FUR-FU-10003664,5.0,FUR-BO-10003893,Sauder Camden County Collection Library,10362.0,10821.0,Furniture,Bookcases,CA-2014-121664,2014-05-10,Standard Class,AD000007,SH000037
DN-13690,United States,San Francisco,California,94122.0,West,AD000038,CA-2015-117415,11332,0.2,3541,B000038,CS-12400,Christopher Schild,Home Office,CA-2015-117415,2015-12-27,SN-20710,OFF-EN-10002986,9.0,FUR-BO-10003894,"Safco Value Mate Steel Bookcase, Baked Enamel Finish on Steel, Black",7107.0,5845.0,Furniture,Bookcases,CA-2014-122217,2014-11-29,Standard Class,AD000007,SH000038
JC-16105,United States,Durham,North Carolina,27707.0,South,AD000039,CA-2015-117415,53239,0.32,-4697,B000039,PG-18895,Paul Gonzalez,Consumer,CA-2015-117415,2015-12-27,SN-20710,FUR-BO-10002545,3.0,FUR-BO-10003965,O'Sullivan Manor Hill 2-Door Library in Brianna Oak,14682.0,18949.0,Furniture,Bookcases,CA-2015-156853,2015-12-05,Second Class,AD000007,SH000039
CS-12400,United States,Chicago,Illinois,60623.0,Central,AD000040,CA-2015-117415,21205,0.3,-1514,B000040,GM-14455,Gary Mitchum,Home Office,CA-2015-117415,2015-12-27,SN-20710,FUR-CH-10004218,3.0,FUR-BO-10003966,"Sauder Facets Collection Library, Sky Alder Finish",9610.0,20517.0,Furniture,Bookcases,CA-2017-161893,2017-01-27,Standard Class,AD000007,SH000040
PO-18865,United States,Columbia,South Carolina,29203.0,South,AD000041,CA-2015-117415,37116,0.2,4175,B000041,JS-15685,Jim Sink,Corporate,CA-2015-117415,2015-12-27,SN-20710,TEC-PH-10000486,4.0,FUR-BO-10004015,"Bush Andora Bookcase, Maple/Graphite Gray Finish",9858.0,11699.0,Furniture,Bookcases,CA-2014-105893,2014-11-18,Standard Class,AD000008,SH000041
PG-18895,United States,Rochester,Minnesota,55901.0,Central,AD000042,CA-2017-120999,14716,0.2,1655,B000042,KB-16315,Karl Braun,Consumer,CA-2017-120999,2017-09-10,LC-16930,TEC-PH-10004093,4.0,FUR-BO-10004218,"Bush Heritage Pine Collection 5-Shelf Bookcase, Albany Pine Finish, *Special Order",2855.0,22557.0,Furniture,Bookcases,CA-2016-115756,2016-09-07,Second Class,AD000008,SH000042
GM-14455,United States,Houston,Texas,77095.0,Central,AD000043,CA-2016-101343,7788,0.0,389,B000043,RB-19705,Roger Barcio,Home Office,CA-2016-101343,2016-07-17,RA-19885,OFF-ST-10003479,2.0,FUR-BO-10004357,O'Sullivan Living Dimensions 3-Shelf Bookcases,22107.0,18088.0,Furniture,Bookcases,US-2016-134488,2016-10-01,Standard Class,AD000008,SH000043
JS-15685,United States,Los Angeles,California,90036.0,West,AD000044,CA-2017-139619,9561,0.2,956,B000044,PN-18775,Parhena Norris,Home Office,CA-2017-139619,2017-09-19,ES-14080,OFF-ST-10003282,2.0,FUR-BO-10004360,Rush Hierlooms Collection Rich Wood Bookcases,18190.0,14005.0,Furniture,Bookcases,CA-2016-150343,2016-08-20,Standard Class,AD000008,SH000044
KB-16315,United States,Minneapolis,Minnesota,55407.0,Central,AD000045,CA-2016-118255,4598,0.0,1977,B000045,KD-16345,Katherine Ducich,Consumer,CA-2016-118255,2016-03-11,ON-18715,TEC-AC-10000171,2.0,FUR-BO-10004409,"Safco Value Mate Series Steel Bookcases, Baked Enamel Finish on Steel, Gray",2005.0,10222.0,Furniture,Bookcases,CA-2017-107461,2017-12-26,Second Class,AD000008,SH000045
RB-19705,United States,Portland,Oregon,97206.0,West,AD000046,CA-2016-118255,1746,0.0,820,B000046,ER-13855,Elpida Rittenbach,Corporate,CA-2016-118255,2016-03-11,ON-18715,OFF-BI-10003291,2.0,FUR-BO-10004467,Bestar Classic Bookcase,8911.0,9528.0,Furniture,Bookcases,CA-2017-147753,2017-03-05,Same Day,AD000008,SH000046
PN-18775,United States,New York City,New York,10009.0,East,AD000047,CA-2014-146703,21196,0.0,847,B000047,RB-19465,Rick Bensley,Home Office,CA-2014-146703,2014-10-20,PO-18865,OFF-ST-10001713,4.0,FUR-BO-10004690,O'Sullivan Cherrywood Estates Traditional Barrister Bookcase,6490.0,18265.0,Furniture,Bookcases,CA-2017-132346,2017-11-11,Standard Class,AD000008,SH000047
KD-16345,United States,San Francisco,California,94122.0,West,AD000048,CA-2016-169194,4500,0.0,495,B000048,GZ-14470,Gary Zandusky,Consumer,CA-2016-169194,2016-06-20,LH-16900,TEC-AC-10002167,3.0,FUR-BO-10004695,O'Sullivan 2-Door Barrister Bookcase in Odessa Pine,4208.0,27871.0,Furniture,Bookcases,CA-2017-116680,2017-09-06,Second Class,AD000008,SH000048
ER-13855,United States,Saint Paul,Minnesota,55106.0,Central,AD000049,CA-2016-169194,2180,0.0,610,B000049,LC-16870,Lena Cacioppo,Consumer,CA-2016-169194,2016-06-20,LH-16900,TEC-PH-10003988,2.0,FUR-BO-10004709,"Bush Westfield Collection Bookcases, Medium Cherry Finish",1290.0,9045.0,Furniture,Bookcases,CA-2016-118332,2016-12-23,Standard Class,AD000008,SH000049
RB-19465,United States,Chicago,Illinois,60610.0,Central,AD000050,CA-2015-115742,3822,0.0,1796,B000050,JM-15250,Janet Martin,Consumer,CA-2015-115742,2015-04-18,DP-13000,OFF-BI-10004410,6.0,FUR-BO-10004834,"Riverside Palais Royal Lawyers Bookcase, Royale Cherry Finish",20483.0,135671.0,Furniture,Bookcases,CA-2016-129126,2016-12-19,Standard Class,AD000008,SH000050
GZ-14470,United States,Rochester,Minnesota,55901.0,Central,AD000051,CA-2015-115742,7518,0.0,3533,B000051,PA-19060,Pete Armstrong,Home Office,CA-2015-115742,2015-04-18,DP-13000,OFF-LA-10002762,6.0,FUR-CH-10000015,Hon Multipurpose Stacking Arm Chairs,27291.0,16028.0,Furniture,Chairs,CA-2016-166282,2016-04-22,Standard Class,AD000008,SH000051
LC-16870,United States,Aurora,Colorado,80013.0,West,AD000052,CA-2015-115742,616,0.0,295,B000052,CV-12805,Cynthia Voltz,Corporate,CA-2015-115742,2015-04-18,DP-13000,FUR-FU-10001706,2.0,FUR-CH-10000155,Global Comet Stacking Armless Chair,26364.0,26914.0,Furniture,Chairs,US-2017-102183,2017-08-28,Standard Class,AD000008,SH000052
JM-15250,United States,Charlotte,North Carolina,28205.0,South,AD000053,CA-2015-115742,8999,0.0,1709,B000053,CL-12565,Clay Ludtke,Consumer,CA-2015-115742,2015-04-18,DP-13000,FUR-CH-10003061,1.0,FUR-CH-10000225,"Global Geo Office Task Chair, Gray",5276.0,9616.0,Furniture,Chairs,CA-2014-167164,2014-05-15,Second Class,AD000009,SH000053
PA-19060,United States,Orland Park,Illinois,60462.0,Central,AD000054,CA-2016-105816,1526,0.0,625,B000054,RC-19960,Ryan Crowe,Consumer,CA-2016-105816,2016-12-11,JM-15265,OFF-FA-10000304,7.0,FUR-CH-10000229,Global Enterprise Series Seating High-Back Swivel/Tilt Chairs,18470.0,31162.0,Furniture,Chairs,CA-2017-139416,2017-03-29,Second Class,AD000009,SH000054
CV-12805,United States,New York City,New York,10035.0,East,AD000055,CA-2016-105816,102995,0.0,29868,B000055,DK-13090,Dave Kipp,Consumer,CA-2016-105816,2016-12-11,JM-15265,TEC-PH-10002447,5.0,FUR-CH-10000309,Global Comet Stacking Arm Chair,52813.0,31688.0,Furniture,Chairs,CA-2016-105732,2016-09-18,Standard Class,AD000009,SH000055
CL-12565,United States,Urbandale,Iowa,50322.0,Central,AD000056,CA-2016-111682,20856,0.0,5214,B000056,GG-14650,Greg Guthrie,Corporate,CA-2016-111682,2016-06-17,TB-21055,OFF-ST-10000604,6.0,FUR-CH-10000422,Global Highback Leather Tilter in Burgundy,10554.0,7643.0,Furniture,Chairs,CA-2014-103058,2014-07-24,First Class,AD000009,SH000056
RC-19960,United States,Columbus,Ohio,43229.0,East,AD000057,CA-2016-111682,3240,0.0,1555,B000057,SC-20725,Steven Cartwright,Consumer,CA-2016-111682,2016-06-17,TB-21055,OFF-PA-10001569,5.0,FUR-CH-10000454,"Hon Deluxe Fabric Upholstered Stacking Chairs, Rounded Back",31717.0,17078.0,Furniture,Chairs,CA-2015-153738,2015-09-22,First Class,AD000009,SH000057
DK-13090,United States,Seattle,Washington,98103.0,West,AD000058,CA-2016-111682,31941,0.1,709,B000058,AD-10180,Alan Dominguez,Home Office,CA-2016-111682,2016-06-17,TB-21055,FUR-CH-10003968,5.0,FUR-CH-10000513,High-Back Leather Manager's Chair,8990.0,14786.0,Furniture,Chairs,CA-2014-143336,2014-09-01,Second Class,AD000010,SH000058
GG-14650,United States,Bristol,Tennessee,37620.0,South,AD000059,CA-2016-111682,1456,0.0,698,B000059,PF-19165,Philip Fox,Consumer,CA-2016-111682,2016-06-17,TB-21055,OFF-PA-10000587,2.0,FUR-CH-10000553,"Metal Folding Chairs, Beige, 4/Carton",2958.0,3097.0,Furniture,Chairs,US-2016-147991,2016-05-09,Standard Class,AD000010,SH000059
SC-20725,United States,Wilmington,Delaware,19805.0,East,AD000060,CA-2016-111682,3000,0.0,330,B000060,TS-21610,Troy Staebel,Consumer,CA-2016-111682,2016-06-17,TB-21055,TEC-AC-10002167,2.0,FUR-CH-10000595,Safco Contoured Stacking Chairs,20302.0,22350.0,Furniture,Chairs,CA-2016-152471,2016-07-08,Same Day,AD000010,SH000060
AD-10180,United States,Houston,Texas,77041.0,Central,AD000061,CA-2016-111682,4848,0.2,1636,B000061,LS-16975,Lindsay Shagiari,Home Office,CA-2016-111682,2016-06-17,TB-21055,OFF-BI-10001460,4.0,FUR-CH-10000665,"Global Airflow Leather Mesh Back Chair, Black",19627.0,10568.0,Furniture,Chairs,CA-2016-167682,2016-04-09,Standard Class,AD000010,SH000061
PF-19165,United States,Bloomington,Illinois,61701.0,Central,AD000062,CA-2016-111682,168,0.0,84,B000062,DW-13585,Dorothy Wardle,Corporate,CA-2016-111682,2016-06-17,TB-21055,OFF-AR-10001868,1.0,FUR-CH-10000749,Office Star - Ergonomic Mid Back Chair with 2-Way Adjustable Arms,13783.0,19002.0,Furniture,Chairs,CA-2017-141481,2017-06-14,First Class,AD000010,SH000062
TS-21610,United States,Phoenix,Arizona,85023.0,West,AD000063,CA-2015-135545,1398,0.0,615,B000063,LC-16885,Lena Creighton,Consumer,CA-2015-135545,2015-11-24,KM-16720,TEC-AC-10004633,2.0,FUR-CH-10000785,Global Ergonomic Managers Chair,19200.0,14880.0,Furniture,Chairs,CA-2016-137330,2016-12-13,Standard Class,AD000011,SH000063
LS-16975,United States,Los Angeles,California,90004.0,West,AD000064,CA-2015-135545,2582,0.2,936,B000064,JD-15895,Jonathan Doherty,Corporate,CA-2015-135545,2015-11-24,KM-16720,OFF-BI-10001078,6.0,FUR-CH-10000847,Global Executive Mid-Back Manager's Chair,36663.0,21532.0,Furniture,Chairs,CA-2014-129168,2014-08-23,Standard Class,AD000011,SH000064
DW-13585,United States,Columbus,Ohio,43229.0,East,AD000065,CA-2015-135545,14672,0.0,6896,B000065,SH-19975,Sally Hughsby,Corporate,CA-2015-135545,2015-11-24,KM-16720,OFF-PA-10003892,3.0,FUR-CH-10000863,Novimex Swivel Fabric Task Chair,16758.0,13437.0,Furniture,Chairs,CA-2017-159352,2017-03-17,Standard Class,AD000011,SH000065
LC-16885,United States,Roseville,California,95661.0,West,AD000066,CA-2015-135545,7976,0.0,2233,B000066,SG-20080,Sandra Glassco,Consumer,CA-2015-135545,2015-11-24,KM-16720,FUR-FU-10000397,4.0,FUR-CH-10000988,Hon Olson Stacker Stools,18023.0,10138.0,Furniture,Chairs,CA-2014-153913,2014-12-20,Second Class,AD000011,SH000066
JD-15895,United States,Philadelphia,Pennsylvania,19140.0,East,AD000067,US-2015-164175,21311,0.3,-1522,B000067,HA-14920,Helen Andreada,Consumer,US-2015-164175,2015-04-30,PS-18970,FUR-CH-10001146,5.0,FUR-CH-10005001,"Global Value Mid-Back Manager's Chair, Gray",3970.0,6524.0,Furniture,Chairs,CA-2015-101924,2015-09-09,Standard Class,AD000011,SH000067
SH-19975,United States,San Francisco,California,94122.0,West,AD000068,CA-2014-106376,111302,0.2,11130,B000068,MG-17680,Maureen Gastineau,Home Office,CA-2014-106376,2014-12-05,BS-11590,OFF-AR-10002671,8.0,FUR-CH-10001146,"Global Task Chair, Black",3621.0,5661.0,Furniture,Chairs,CA-2016-108868,2016-09-12,Standard Class,AD000011,SH000068
SG-20080,United States,Independence,Missouri,64055.0,Central,AD000069,CA-2014-106376,16796,0.2,6298,B000069,JE-16165,Justin Ellison,Corporate,CA-2014-106376,2014-12-05,BS-11590,TEC-PH-10002726,4.0,FUR-CH-10001190,Global Deluxe High-Back Office Chair in Storm,9405.0,15468.0,Furniture,Chairs,CA-2017-129357,2017-05-19,Standard Class,AD000011,SH000069
